case,hour,category,count,denominator,fraction
MZ_Air,61,deterministic_rejection,7,15,0.4666666666666667
MZ_Air,61,schema_fallback,2,15,0.13333333333333333
MZ_Air,62,set_param,4,15,0.26666666666666666
MZ_Air,62,add_rule,0,15,0.0
MZ_Air,62,replace_rule,1,15,0.06666666666666667
MZ_Air,62,remove_rule,0,15,0.0
MZ_Air,62,move_rule,1,15,0.06666666666666667
MZ_Air,62,explicit_no_change,1,15,0.06666666666666667
MZ_Air,62,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,62,schema_fallback,3,15,0.2
MZ_Air,63,set_param,3,15,0.2
MZ_Air,63,add_rule,0,15,0.0
MZ_Air,63,replace_rule,1,15,0.06666666666666667
MZ_Air,63,remove_rule,0,15,0.0
MZ_Air,63,move_rule,0,15,0.0
MZ_Air,63,explicit_no_change,0,15,0.0
MZ_Air,63,deterministic_rejection,9,15,0.6
MZ_Air,63,schema_fallback,2,15,0.13333333333333333
MZ_Air,64,set_param,2,15,0.13333333333333333
MZ_Air,64,add_rule,2,15,0.13333333333333333
MZ_Air,64,replace_rule,1,15,0.06666666666666667
MZ_Air,64,remove_rule,0,15,0.0
MZ_Air,64,move_rule,0,15,0.0
MZ_Air,64,explicit_no_change,1,15,0.06666666666666667
MZ_Air,64,deterministic_rejection,6,15,0.4
MZ_Air,64,schema_fallback,3,15,0.2
MZ_Air,65,set_param,0,15,0.0
MZ_Air,65,add_rule,0,15,0.0
MZ_Air,65,replace_rule,3,15,0.2
MZ_Air,65,remove_rule,1,15,0.06666666666666667
MZ_Air,65,move_rule,0,15,0.0
MZ_Air,65,explicit_no_change,1,15,0.06666666666666667
MZ_Air,65,deterministic_rejection,7,15,0.4666666666666667
MZ_Air,65,schema_fallback,3,15,0.2
MZ_Air,66,set_param,0,15,0.0
MZ_Air,66,add_rule,3,15,0.2
MZ_Air,66,replace_rule,2,15,0.13333333333333333
MZ_Air,66,remove_rule,0,15,0.0
MZ_Air,66,move_rule,0,15,0.0
MZ_Air,66,explicit_no_change,2,15,0.13333333333333333
MZ_Air,66,deterministic_rejection,7,15,0.4666666666666667
MZ_Air,66,schema_fallback,1,15,0.06666666666666667
MZ_Air,67,set_param,2,15,0.13333333333333333
MZ_Air,67,add_rule,1,15,0.06666666666666667
MZ_Air,67,replace_rule,2,15,0.13333333333333333
MZ_Air,67,remove_rule,1,15,0.06666666666666667
MZ_Air,67,move_rule,0,15,0.0
MZ_Air,67,explicit_no_change,4,15,0.26666666666666666
MZ_Air,67,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,67,schema_fallback,0,15,0.0
MZ_Air,68,set_param,1,15,0.06666666666666667
MZ_Air,68,add_rule,0,15,0.0
MZ_Air,68,replace_rule,5,15,0.3333333333333333
MZ_Air,68,remove_rule,0,15,0.0
MZ_Air,68,move_rule,0,15,0.0
MZ_Air,68,explicit_no_change,4,15,0.26666666666666666
MZ_Air,68,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,68,schema_fallback,0,15,0.0
MZ_Air,69,set_param,1,15,0.06666666666666667
MZ_Air,69,add_rule,0,15,0.0
MZ_Air,69,replace_rule,4,15,0.26666666666666666
MZ_Air,69,remove_rule,0,15,0.0
MZ_Air,69,move_rule,0,15,0.0
MZ_Air,69,explicit_no_change,6,15,0.4
MZ_Air,69,deterministic_rejection,4,15,0.26666666666666666
MZ_Air,69,schema_fallback,0,15,0.0
MZ_Air,70,set_param,0,15,0.0
MZ_Air,70,add_rule,0,15,0.0
MZ_Air,70,replace_rule,0,15,0.0
MZ_Air,70,remove_rule,0,15,0.0
MZ_Air,70,move_rule,0,15,0.0
MZ_Air,70,explicit_no_change,10,15,0.6666666666666666
MZ_Air,70,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,70,schema_fallback,0,15,0.0
MZ_Air,71,set_param,0,15,0.0
MZ_Air,71,add_rule,0,15,0.0
MZ_Air,71,replace_rule,0,15,0.0
MZ_Air,71,remove_rule,0,15,0.0
MZ_Air,71,move_rule,0,15,0.0
MZ_Air,71,explicit_no_change,13,15,0.8666666666666667
MZ_Air,71,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,71,schema_fallback,0,15,0.0
MZ_Air,72,set_param,0,15,0.0
MZ_Air,72,add_rule,0,15,0.0
MZ_Air,72,replace_rule,1,15,0.06666666666666667
MZ_Air,72,remove_rule,0,15,0.0
MZ_Air,72,move_rule,0,15,0.0
MZ_Air,72,explicit_no_change,12,15,0.8
MZ_Air,72,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,72,schema_fallback,0,15,0.0
MZ_Air,73,set_param,0,15,0.0
MZ_Air,73,add_rule,0,15,0.0
MZ_Air,73,replace_rule,0,15,0.0
MZ_Air,73,remove_rule,0,15,0.0
MZ_Air,73,move_rule,0,15,0.0
MZ_Air,73,explicit_no_change,14,15,0.9333333333333333
MZ_Air,73,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,73,schema_fallback,0,15,0.0
MZ_Air,74,set_param,0,15,0.0
MZ_Air,74,add_rule,0,15,0.0
MZ_Air,74,replace_rule,2,15,0.13333333333333333
MZ_Air,74,remove_rule,0,15,0.0
MZ_Air,74,move_rule,0,15,0.0
MZ_Air,74,explicit_no_change,12,15,0.8
MZ_Air,74,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,74,schema_fallback,0,15,0.0
MZ_Air,75,set_param,0,15,0.0
MZ_Air,75,add_rule,0,15,0.0
MZ_Air,75,replace_rule,0,15,0.0
MZ_Air,75,remove_rule,0,15,0.0
MZ_Air,75,move_rule,0,15,0.0
MZ_Air,75,explicit_no_change,14,15,0.9333333333333333
MZ_Air,75,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,75,schema_fallback,0,15,0.0
MZ_Air,76,set_param,0,15,0.0
MZ_Air,76,add_rule,0,15,0.0
MZ_Air,76,replace_rule,0,15,0.0
MZ_Air,76,remove_rule,0,15,0.0
MZ_Air,76,move_rule,0,15,0.0
MZ_Air,76,explicit_no_change,15,15,1.0
MZ_Air,76,deterministic_rejection,0,15,0.0
MZ_Air,76,schema_fallback,0,15,0.0
MZ_Air,77,set_param,0,15,0.0
MZ_Air,77,add_rule,0,15,0.0
MZ_Air,77,replace_rule,1,15,0.06666666666666667
MZ_Air,77,remove_rule,0,15,0.0
MZ_Air,77,move_rule,0,15,0.0
MZ_Air,77,explicit_no_change,14,15,0.9333333333333333
MZ_Air,77,deterministic_rejection,0,15,0.0
MZ_Air,77,schema_fallback,0,15,0.0
MZ_Air,78,set_param,3,15,0.2
MZ_Air,78,add_rule,0,15,0.0
MZ_Air,78,replace_rule,4,15,0.26666666666666666
MZ_Air,78,remove_rule,0,15,0.0
MZ_Air,78,move_rule,0,15,0.0
MZ_Air,78,explicit_no_change,7,15,0.4666666666666667
MZ_Air,78,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,78,schema_fallback,0,15,0.0
MZ_Air,79,set_param,0,15,0.0
MZ_Air,79,add_rule,0,15,0.0
MZ_Air,79,replace_rule,1,15,0.06666666666666667
MZ_Air,79,remove_rule,0,15,0.0
MZ_Air,79,move_rule,0,15,0.0
MZ_Air,79,explicit_no_change,11,15,0.7333333333333333
MZ_Air,79,deterministic_rejection,3,15,0.2
MZ_Air,79,schema_fallback,0,15,0.0
MZ_Air,80,set_param,0,15,0.0
MZ_Air,80,add_rule,1,15,0.06666666666666667
MZ_Air,80,replace_rule,2,15,0.13333333333333333
MZ_Air,80,remove_rule,0,15,0.0
MZ_Air,80,move_rule,0,15,0.0
MZ_Air,80,explicit_no_change,11,15,0.7333333333333333
MZ_Air,80,deterministic_rejection,0,15,0.0
MZ_Air,80,schema_fallback,1,15,0.06666666666666667
MZ_Air,81,set_param,6,15,0.4
MZ_Air,81,add_rule,0,15,0.0
MZ_Air,81,replace_rule,6,15,0.4
MZ_Air,81,remove_rule,0,15,0.0
MZ_Air,81,move_rule,0,15,0.0
MZ_Air,81,explicit_no_change,1,15,0.06666666666666667
MZ_Air,81,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,81,schema_fallback,0,15,0.0
MZ_Air,82,set_param,4,15,0.26666666666666666
MZ_Air,82,add_rule,0,15,0.0
MZ_Air,82,replace_rule,3,15,0.2
MZ_Air,82,remove_rule,1,15,0.06666666666666667
MZ_Air,82,move_rule,0,15,0.0
MZ_Air,82,explicit_no_change,1,15,0.06666666666666667
MZ_Air,82,deterministic_rejection,6,15,0.4
MZ_Air,82,schema_fallback,0,15,0.0
MZ_Air,83,set_param,4,15,0.26666666666666666
MZ_Air,83,add_rule,1,15,0.06666666666666667
MZ_Air,83,replace_rule,5,15,0.3333333333333333
MZ_Air,83,remove_rule,0,15,0.0
MZ_Air,83,move_rule,0,15,0.0
MZ_Air,83,explicit_no_change,0,15,0.0
MZ_Air,83,deterministic_rejection,4,15,0.26666666666666666
MZ_Air,83,schema_fallback,1,15,0.06666666666666667
MZ_Air,84,set_param,2,15,0.13333333333333333
MZ_Air,84,add_rule,1,15,0.06666666666666667
MZ_Air,84,replace_rule,3,15,0.2
MZ_Air,84,remove_rule,0,15,0.0
MZ_Air,84,move_rule,0,15,0.0
MZ_Air,84,explicit_no_change,0,15,0.0
MZ_Air,84,deterministic_rejection,9,15,0.6
MZ_Air,84,schema_fallback,0,15,0.0
MZ_Air,85,set_param,1,15,0.06666666666666667
MZ_Air,85,add_rule,0,15,0.0
MZ_Air,85,replace_rule,7,15,0.4666666666666667
MZ_Air,85,remove_rule,0,15,0.0
MZ_Air,85,move_rule,0,15,0.0
MZ_Air,85,explicit_no_change,0,15,0.0
MZ_Air,85,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,85,schema_fallback,2,15,0.13333333333333333
MZ_Air,86,set_param,3,15,0.2
MZ_Air,86,add_rule,1,15,0.06666666666666667
MZ_Air,86,replace_rule,4,15,0.26666666666666666
MZ_Air,86,remove_rule,0,15,0.0
MZ_Air,86,move_rule,0,15,0.0
MZ_Air,86,explicit_no_change,0,15,0.0
MZ_Air,86,deterministic_rejection,7,15,0.4666666666666667
MZ_Air,86,schema_fallback,0,15,0.0
MZ_Air,87,set_param,1,15,0.06666666666666667
MZ_Air,87,add_rule,0,15,0.0
MZ_Air,87,replace_rule,2,15,0.13333333333333333
MZ_Air,87,remove_rule,1,15,0.06666666666666667
MZ_Air,87,move_rule,0,15,0.0
MZ_Air,87,explicit_no_change,2,15,0.13333333333333333
MZ_Air,87,deterministic_rejection,8,15,0.5333333333333333
MZ_Air,87,schema_fallback,1,15,0.06666666666666667
MZ_Air,88,set_param,2,15,0.13333333333333333
MZ_Air,88,add_rule,0,15,0.0
MZ_Air,88,replace_rule,1,15,0.06666666666666667
MZ_Air,88,remove_rule,3,15,0.2
MZ_Air,88,move_rule,0,15,0.0
MZ_Air,88,explicit_no_change,1,15,0.06666666666666667
MZ_Air,88,deterministic_rejection,6,15,0.4
MZ_Air,88,schema_fallback,2,15,0.13333333333333333
MZ_Air,89,set_param,3,15,0.2
MZ_Air,89,add_rule,1,15,0.06666666666666667
MZ_Air,89,replace_rule,3,15,0.2
MZ_Air,89,remove_rule,0,15,0.0
MZ_Air,89,move_rule,0,15,0.0
MZ_Air,89,explicit_no_change,2,15,0.13333333333333333
MZ_Air,89,deterministic_rejection,3,15,0.2
MZ_Air,89,schema_fallback,3,15,0.2
MZ_Air,90,set_param,1,15,0.06666666666666667
MZ_Air,90,add_rule,0,15,0.0
MZ_Air,90,replace_rule,3,15,0.2
MZ_Air,90,remove_rule,1,15,0.06666666666666667
MZ_Air,90,move_rule,0,15,0.0
MZ_Air,90,explicit_no_change,2,15,0.13333333333333333
MZ_Air,90,deterministic_rejection,7,15,0.4666666666666667
MZ_Air,90,schema_fallback,1,15,0.06666666666666667
MZ_Air,91,set_param,2,15,0.13333333333333333
MZ_Air,91,add_rule,1,15,0.06666666666666667
MZ_Air,91,replace_rule,5,15,0.3333333333333333
MZ_Air,91,remove_rule,0,15,0.0
MZ_Air,91,move_rule,0,15,0.0
MZ_Air,91,explicit_no_change,2,15,0.13333333333333333
MZ_Air,91,deterministic_rejection,4,15,0.26666666666666666
MZ_Air,91,schema_fallback,1,15,0.06666666666666667
MZ_Air,92,set_param,0,15,0.0
MZ_Air,92,add_rule,0,15,0.0
MZ_Air,92,replace_rule,6,15,0.4
MZ_Air,92,remove_rule,0,15,0.0
MZ_Air,92,move_rule,0,15,0.0
MZ_Air,92,explicit_no_change,3,15,0.2
MZ_Air,92,deterministic_rejection,6,15,0.4
MZ_Air,92,schema_fallback,0,15,0.0
MZ_Air,93,set_param,0,15,0.0
MZ_Air,93,add_rule,0,15,0.0
MZ_Air,93,replace_rule,5,15,0.3333333333333333
MZ_Air,93,remove_rule,0,15,0.0
MZ_Air,93,move_rule,0,15,0.0
MZ_Air,93,explicit_no_change,4,15,0.26666666666666666
MZ_Air,93,deterministic_rejection,6,15,0.4
MZ_Air,93,schema_fallback,0,15,0.0
MZ_Air,94,set_param,0,15,0.0
MZ_Air,94,add_rule,1,15,0.06666666666666667
MZ_Air,94,replace_rule,3,15,0.2
MZ_Air,94,remove_rule,0,15,0.0
MZ_Air,94,move_rule,0,15,0.0
MZ_Air,94,explicit_no_change,4,15,0.26666666666666666
MZ_Air,94,deterministic_rejection,7,15,0.4666666666666667
MZ_Air,94,schema_fallback,0,15,0.0
MZ_Air,95,set_param,0,15,0.0
MZ_Air,95,add_rule,0,15,0.0
MZ_Air,95,replace_rule,3,15,0.2
MZ_Air,95,remove_rule,1,15,0.06666666666666667
MZ_Air,95,move_rule,0,15,0.0
MZ_Air,95,explicit_no_change,7,15,0.4666666666666667
MZ_Air,95,deterministic_rejection,4,15,0.26666666666666666
MZ_Air,95,schema_fallback,0,15,0.0
MZ_Air,96,set_param,0,15,0.0
MZ_Air,96,add_rule,0,15,0.0
MZ_Air,96,replace_rule,5,15,0.3333333333333333
MZ_Air,96,remove_rule,0,15,0.0
MZ_Air,96,move_rule,0,15,0.0
MZ_Air,96,explicit_no_change,8,15,0.5333333333333333
MZ_Air,96,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,96,schema_fallback,0,15,0.0
MZ_Air,97,set_param,0,15,0.0
MZ_Air,97,add_rule,0,15,0.0
MZ_Air,97,replace_rule,3,15,0.2
MZ_Air,97,remove_rule,0,15,0.0
MZ_Air,97,move_rule,0,15,0.0
MZ_Air,97,explicit_no_change,10,15,0.6666666666666666
MZ_Air,97,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,97,schema_fallback,0,15,0.0
MZ_Air,98,set_param,0,15,0.0
MZ_Air,98,add_rule,0,15,0.0
MZ_Air,98,replace_rule,1,15,0.06666666666666667
MZ_Air,98,remove_rule,0,15,0.0
MZ_Air,98,move_rule,0,15,0.0
MZ_Air,98,explicit_no_change,13,15,0.8666666666666667
MZ_Air,98,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,98,schema_fallback,0,15,0.0
MZ_Air,99,set_param,0,15,0.0
MZ_Air,99,add_rule,0,15,0.0
MZ_Air,99,replace_rule,2,15,0.13333333333333333
MZ_Air,99,remove_rule,0,15,0.0
MZ_Air,99,move_rule,0,15,0.0
MZ_Air,99,explicit_no_change,12,15,0.8
MZ_Air,99,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,99,schema_fallback,0,15,0.0
MZ_Air,100,set_param,0,15,0.0
MZ_Air,100,add_rule,0,15,0.0
MZ_Air,100,replace_rule,1,15,0.06666666666666667
MZ_Air,100,remove_rule,0,15,0.0
MZ_Air,100,move_rule,0,15,0.0
MZ_Air,100,explicit_no_change,13,15,0.8666666666666667
MZ_Air,100,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,100,schema_fallback,0,15,0.0
MZ_Air,101,set_param,0,15,0.0
MZ_Air,101,add_rule,0,15,0.0
MZ_Air,101,replace_rule,0,15,0.0
MZ_Air,101,remove_rule,0,15,0.0
MZ_Air,101,move_rule,0,15,0.0
MZ_Air,101,explicit_no_change,14,15,0.9333333333333333
MZ_Air,101,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,101,schema_fallback,0,15,0.0
MZ_Air,102,set_param,2,15,0.13333333333333333
MZ_Air,102,add_rule,0,15,0.0
MZ_Air,102,replace_rule,5,15,0.3333333333333333
MZ_Air,102,remove_rule,1,15,0.06666666666666667
MZ_Air,102,move_rule,1,15,0.06666666666666667
MZ_Air,102,explicit_no_change,6,15,0.4
MZ_Air,102,deterministic_rejection,0,15,0.0
MZ_Air,102,schema_fallback,0,15,0.0
MZ_Air,103,set_param,0,15,0.0
MZ_Air,103,add_rule,1,15,0.06666666666666667
MZ_Air,103,replace_rule,2,15,0.13333333333333333
MZ_Air,103,remove_rule,0,15,0.0
MZ_Air,103,move_rule,0,15,0.0
MZ_Air,103,explicit_no_change,10,15,0.6666666666666666
MZ_Air,103,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,103,schema_fallback,0,15,0.0
MZ_Air,104,set_param,1,15,0.06666666666666667
MZ_Air,104,add_rule,2,15,0.13333333333333333
MZ_Air,104,replace_rule,5,15,0.3333333333333333
MZ_Air,104,remove_rule,0,15,0.0
MZ_Air,104,move_rule,0,15,0.0
MZ_Air,104,explicit_no_change,6,15,0.4
MZ_Air,104,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,104,schema_fallback,0,15,0.0
MZ_Air,105,set_param,5,15,0.3333333333333333
MZ_Air,105,add_rule,0,15,0.0
MZ_Air,105,replace_rule,6,15,0.4
MZ_Air,105,remove_rule,0,15,0.0
MZ_Air,105,move_rule,1,15,0.06666666666666667
MZ_Air,105,explicit_no_change,0,15,0.0
MZ_Air,105,deterministic_rejection,3,15,0.2
MZ_Air,105,schema_fallback,0,15,0.0
MZ_Air,106,set_param,3,15,0.2
MZ_Air,106,add_rule,0,15,0.0
MZ_Air,106,replace_rule,2,15,0.13333333333333333
MZ_Air,106,remove_rule,0,15,0.0
MZ_Air,106,move_rule,0,15,0.0
MZ_Air,106,explicit_no_change,0,15,0.0
MZ_Air,106,deterministic_rejection,9,15,0.6
MZ_Air,106,schema_fallback,1,15,0.06666666666666667
MZ_Air,107,set_param,0,15,0.0
MZ_Air,107,add_rule,0,15,0.0
MZ_Air,107,replace_rule,7,15,0.4666666666666667
MZ_Air,107,remove_rule,1,15,0.06666666666666667
MZ_Air,107,move_rule,0,15,0.0
MZ_Air,107,explicit_no_change,1,15,0.06666666666666667
MZ_Air,107,deterministic_rejection,6,15,0.4
MZ_Air,107,schema_fallback,0,15,0.0
MZ_Air,108,set_param,4,15,0.26666666666666666
MZ_Air,108,add_rule,0,15,0.0
MZ_Air,108,replace_rule,5,15,0.3333333333333333
MZ_Air,108,remove_rule,0,15,0.0
MZ_Air,108,move_rule,0,15,0.0
MZ_Air,108,explicit_no_change,1,15,0.06666666666666667
MZ_Air,108,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,108,schema_fallback,0,15,0.0
MZ_Air,109,set_param,3,15,0.2
MZ_Air,109,add_rule,0,15,0.0
MZ_Air,109,replace_rule,7,15,0.4666666666666667
MZ_Air,109,remove_rule,0,15,0.0
MZ_Air,109,move_rule,0,15,0.0
MZ_Air,109,explicit_no_change,1,15,0.06666666666666667
MZ_Air,109,deterministic_rejection,4,15,0.26666666666666666
MZ_Air,109,schema_fallback,0,15,0.0
MZ_Air,110,set_param,5,15,0.3333333333333333
MZ_Air,110,add_rule,0,15,0.0
MZ_Air,110,replace_rule,3,15,0.2
MZ_Air,110,remove_rule,1,15,0.06666666666666667
MZ_Air,110,move_rule,0,15,0.0
MZ_Air,110,explicit_no_change,1,15,0.06666666666666667
MZ_Air,110,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,110,schema_fallback,0,15,0.0
MZ_Air,111,set_param,2,15,0.13333333333333333
MZ_Air,111,add_rule,0,15,0.0
MZ_Air,111,replace_rule,4,15,0.26666666666666666
MZ_Air,111,remove_rule,0,15,0.0
MZ_Air,111,move_rule,0,15,0.0
MZ_Air,111,explicit_no_change,2,15,0.13333333333333333
MZ_Air,111,deterministic_rejection,6,15,0.4
MZ_Air,111,schema_fallback,1,15,0.06666666666666667
MZ_Air,112,set_param,1,15,0.06666666666666667
MZ_Air,112,add_rule,0,15,0.0
MZ_Air,112,replace_rule,2,15,0.13333333333333333
MZ_Air,112,remove_rule,1,15,0.06666666666666667
MZ_Air,112,move_rule,0,15,0.0
MZ_Air,112,explicit_no_change,3,15,0.2
MZ_Air,112,deterministic_rejection,6,15,0.4
MZ_Air,112,schema_fallback,2,15,0.13333333333333333
MZ_Air,113,set_param,2,15,0.13333333333333333
MZ_Air,113,add_rule,2,15,0.13333333333333333
MZ_Air,113,replace_rule,2,15,0.13333333333333333
MZ_Air,113,remove_rule,0,15,0.0
MZ_Air,113,move_rule,0,15,0.0
MZ_Air,113,explicit_no_change,4,15,0.26666666666666666
MZ_Air,113,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,113,schema_fallback,0,15,0.0
MZ_Air,114,set_param,2,15,0.13333333333333333
MZ_Air,114,add_rule,0,15,0.0
MZ_Air,114,replace_rule,5,15,0.3333333333333333
MZ_Air,114,remove_rule,1,15,0.06666666666666667
MZ_Air,114,move_rule,0,15,0.0
MZ_Air,114,explicit_no_change,3,15,0.2
MZ_Air,114,deterministic_rejection,4,15,0.26666666666666666
MZ_Air,114,schema_fallback,0,15,0.0
MZ_Air,115,set_param,0,15,0.0
MZ_Air,115,add_rule,1,15,0.06666666666666667
MZ_Air,115,replace_rule,5,15,0.3333333333333333
MZ_Air,115,remove_rule,0,15,0.0
MZ_Air,115,move_rule,0,15,0.0
MZ_Air,115,explicit_no_change,3,15,0.2
MZ_Air,115,deterministic_rejection,5,15,0.3333333333333333
MZ_Air,115,schema_fallback,1,15,0.06666666666666667
MZ_Air,116,set_param,0,15,0.0
MZ_Air,116,add_rule,0,15,0.0
MZ_Air,116,replace_rule,3,15,0.2
MZ_Air,116,remove_rule,0,15,0.0
MZ_Air,116,move_rule,0,15,0.0
MZ_Air,116,explicit_no_change,8,15,0.5333333333333333
MZ_Air,116,deterministic_rejection,3,15,0.2
MZ_Air,116,schema_fallback,1,15,0.06666666666666667
MZ_Air,117,set_param,0,15,0.0
MZ_Air,117,add_rule,0,15,0.0
MZ_Air,117,replace_rule,6,15,0.4
MZ_Air,117,remove_rule,0,15,0.0
MZ_Air,117,move_rule,0,15,0.0
MZ_Air,117,explicit_no_change,6,15,0.4
MZ_Air,117,deterministic_rejection,3,15,0.2
MZ_Air,117,schema_fallback,0,15,0.0
MZ_Air,118,set_param,0,15,0.0
MZ_Air,118,add_rule,0,15,0.0
MZ_Air,118,replace_rule,3,15,0.2
MZ_Air,118,remove_rule,0,15,0.0
MZ_Air,118,move_rule,0,15,0.0
MZ_Air,118,explicit_no_change,11,15,0.7333333333333333
MZ_Air,118,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,118,schema_fallback,0,15,0.0
MZ_Air,119,set_param,0,15,0.0
MZ_Air,119,add_rule,0,15,0.0
MZ_Air,119,replace_rule,3,15,0.2
MZ_Air,119,remove_rule,0,15,0.0
MZ_Air,119,move_rule,0,15,0.0
MZ_Air,119,explicit_no_change,11,15,0.7333333333333333
MZ_Air,119,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,119,schema_fallback,0,15,0.0
MZ_Air,120,set_param,1,15,0.06666666666666667
MZ_Air,120,add_rule,0,15,0.0
MZ_Air,120,replace_rule,2,15,0.13333333333333333
MZ_Air,120,remove_rule,0,15,0.0
MZ_Air,120,move_rule,0,15,0.0
MZ_Air,120,explicit_no_change,10,15,0.6666666666666666
MZ_Air,120,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,120,schema_fallback,0,15,0.0
MZ_Air,121,set_param,0,15,0.0
MZ_Air,121,add_rule,1,15,0.06666666666666667
MZ_Air,121,replace_rule,4,15,0.26666666666666666
MZ_Air,121,remove_rule,0,15,0.0
MZ_Air,121,move_rule,0,15,0.0
MZ_Air,121,explicit_no_change,7,15,0.4666666666666667
MZ_Air,121,deterministic_rejection,3,15,0.2
MZ_Air,121,schema_fallback,0,15,0.0
MZ_Air,122,set_param,0,15,0.0
MZ_Air,122,add_rule,0,15,0.0
MZ_Air,122,replace_rule,1,15,0.06666666666666667
MZ_Air,122,remove_rule,0,15,0.0
MZ_Air,122,move_rule,0,15,0.0
MZ_Air,122,explicit_no_change,12,15,0.8
MZ_Air,122,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,122,schema_fallback,0,15,0.0
MZ_Air,123,set_param,0,15,0.0
MZ_Air,123,add_rule,0,15,0.0
MZ_Air,123,replace_rule,1,15,0.06666666666666667
MZ_Air,123,remove_rule,0,15,0.0
MZ_Air,123,move_rule,0,15,0.0
MZ_Air,123,explicit_no_change,12,15,0.8
MZ_Air,123,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,123,schema_fallback,0,15,0.0
MZ_Air,124,set_param,0,15,0.0
MZ_Air,124,add_rule,0,15,0.0
MZ_Air,124,replace_rule,2,15,0.13333333333333333
MZ_Air,124,remove_rule,0,15,0.0
MZ_Air,124,move_rule,0,15,0.0
MZ_Air,124,explicit_no_change,11,15,0.7333333333333333
MZ_Air,124,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,124,schema_fallback,0,15,0.0
MZ_Air,125,set_param,0,15,0.0
MZ_Air,125,add_rule,0,15,0.0
MZ_Air,125,replace_rule,1,15,0.06666666666666667
MZ_Air,125,remove_rule,0,15,0.0
MZ_Air,125,move_rule,0,15,0.0
MZ_Air,125,explicit_no_change,13,15,0.8666666666666667
MZ_Air,125,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,125,schema_fallback,0,15,0.0
MZ_Air,126,set_param,3,15,0.2
MZ_Air,126,add_rule,0,15,0.0
MZ_Air,126,replace_rule,1,15,0.06666666666666667
MZ_Air,126,remove_rule,1,15,0.06666666666666667
MZ_Air,126,move_rule,0,15,0.0
MZ_Air,126,explicit_no_change,9,15,0.6
MZ_Air,126,deterministic_rejection,1,15,0.06666666666666667
MZ_Air,126,schema_fallback,0,15,0.0
MZ_Air,127,set_param,0,15,0.0
MZ_Air,127,add_rule,1,15,0.06666666666666667
MZ_Air,127,replace_rule,2,15,0.13333333333333333
MZ_Air,127,remove_rule,0,15,0.0
MZ_Air,127,move_rule,0,15,0.0
MZ_Air,127,explicit_no_change,9,15,0.6
MZ_Air,127,deterministic_rejection,3,15,0.2
MZ_Air,127,schema_fallback,0,15,0.0
MZ_Air,128,set_param,1,15,0.06666666666666667
MZ_Air,128,add_rule,0,15,0.0
MZ_Air,128,replace_rule,0,15,0.0
MZ_Air,128,remove_rule,3,15,0.2
MZ_Air,128,move_rule,0,15,0.0
MZ_Air,128,explicit_no_change,8,15,0.5333333333333333
MZ_Air,128,deterministic_rejection,3,15,0.2
MZ_Air,128,schema_fallback,0,15,0.0
MZ_Air,129,set_param,6,15,0.4
MZ_Air,129,add_rule,1,15,0.06666666666666667
MZ_Air,129,replace_rule,5,15,0.3333333333333333
MZ_Air,129,remove_rule,0,15,0.0
MZ_Air,129,move_rule,0,15,0.0
MZ_Air,129,explicit_no_change,0,15,0.0
MZ_Air,129,deterministic_rejection,2,15,0.13333333333333333
MZ_Air,129,schema_fallback,1,15,0.06666666666666667
MZ_Air,130,set_param,3,15,0.2
MZ_Air,130,add_rule,0,15,0.0
MZ_Air,130,replace_rule,4,15,0.26666666666666666
MZ_Air,130,remove_rule,1,15,0.06666666666666667
MZ_Air,130,move_rule,0,15,0.0
MZ_Air,130,explicit_no_change,3,15,0.2
MZ_Air,130,deterministic_rejection,4,15,0.26666666666666666
MZ_Air,130,schema_fallback,0,15,0.0
MZ_Air,131,set_param,2,15,0.13333333333333333
MZ_Air,131,add_rule,1,15,0.06666666666666667
